number	value fitness deviation


 2625,	80076.223,46484.619,8232.562


 2626,	80076.223,45238.906,9765.753


 2627,	80076.223,44447.293,8485.100


 2628,	80076.223,45674.861,9710.429


 2629,	80076.223,45852.935,8712.153


 2630,	80076.223,45867.777,7338.181


 2631,	80076.223,45017.898,6919.859


 2632,	80076.223,42500.895,9029.473


 2633,	80076.223,44738.595,7963.435


 2634,	80076.223,46032.411,9158.191


 2635,	80076.223,49055.629,9590.060


 2636,	80076.223,48381.954,9629.904


 2637,	80076.223,44316.726,7099.576


 2638,	80076.223,44824.801,7530.558


 2639,	80076.223,43554.995,7599.785


 2640,	80076.223,41793.696,9092.656


 2641,	80076.223,41903.544,8462.096


 2642,	80076.223,41618.031,6783.069


 2643,	80076.223,40340.090,9132.027


 2644,	80076.223,41434.447,7460.368


 2645,	80076.223,42922.464,7819.535


 2646,	80076.223,43971.249,7058.575


 2647,	80076.223,42406.367,7487.215


 2648,	80076.223,43041.021,8947.123


 2649,	80076.223,43407.210,7667.369


 2650,	80076.223,43259.043,5435.826


 2651,	80076.223,44485.482,7083.645


 2652,	80076.223,41885.799,6823.514


 2653,	80076.223,42465.930,7585.301


 2654,	80076.223,43545.212,7831.785


 2655,	80076.223,42730.691,7398.282


 2656,	80076.223,44258.713,7652.298


 2657,	80076.223,45553.000,8349.214


 2658,	80076.223,47986.596,12568.164


 2659,	80076.223,46338.532,9297.622


 2660,	80076.223,46313.628,8798.429


 2661,	80076.223,46771.758,10405.536


 2662,	80076.223,47731.400,8478.860


 2663,	80076.223,47770.065,8804.160


 2664,	80076.223,48757.543,10228.138


 2665,	80076.223,44228.114,10788.582


 2666,	80076.223,46782.129,7355.841


 2667,	80076.223,47541.699,7119.004


 2668,	80076.223,46460.771,6880.590


 2669,	80076.223,47157.077,7957.327


 2670,	80076.223,45793.578,9159.136


 2671,	80076.223,47400.353,8779.940


 2672,	80076.223,46999.845,7357.859


 2673,	80076.223,48020.641,9671.021


 2674,	80076.223,49869.410,8867.670


 2675,	80076.223,50030.207,9214.759


 2676,	80076.223,45916.418,8808.490


 2677,	80076.223,43651.963,8910.769


 2678,	80076.223,42408.460,10991.824


 2679,	80076.223,45492.732,11122.846


 2680,	80076.223,45913.599,11387.523


 2681,	80076.223,44396.887,8914.376


 2682,	80076.223,45011.853,7375.547


 2683,	80076.223,45214.889,6332.522


 2684,	80076.223,43742.464,7625.596


 2685,	80076.223,42448.480,7934.853


 2686,	80076.223,41418.664,8229.708


 2687,	80076.223,43568.567,7271.204


 2688,	80076.223,43089.834,8511.292


 2689,	80076.223,39173.777,8485.217


 2690,	80076.223,39542.348,10557.720


 2691,	80076.223,40345.231,9296.359


 2692,	80076.223,43934.293,9872.433


 2693,	80076.223,45285.283,7758.867


 2694,	80076.223,45568.082,9907.809


 2695,	80076.223,46947.196,12242.410


 2696,	80076.223,47546.780,10128.275


 2697,	80076.223,45954.869,10554.352


 2698,	80076.223,44169.320,10754.927


 2699,	80076.223,46580.793,8301.808


 2700,	80076.223,45319.004,8626.131


 2701,	80076.223,46439.027,11312.159


 2702,	80076.223,44968.151,11356.325


 2703,	80076.223,45181.513,11049.210


 2704,	80076.223,47765.324,8913.625


 2705,	80076.223,45839.046,8773.568


 2706,	80076.223,44898.984,11434.277


 2707,	80076.223,44653.146,10834.516


 2708,	80076.223,47861.203,11270.831


 2709,	80076.223,44921.014,10857.602


 2710,	80076.223,45076.099,8472.371


 2711,	80076.223,46571.165,10073.311


 2712,	80076.223,49375.182,9143.851


 2713,	80076.223,50175.425,11981.467


 2714,	80076.223,49761.399,9047.020


 2715,	80076.223,48939.724,8605.625


 2716,	80076.223,46663.318,10557.883


 2717,	80076.223,44912.526,11900.848


 2718,	80076.223,45342.183,10997.884


 2719,	80076.223,45539.860,10217.415


 2720,	80076.223,45288.262,8735.693


 2721,	80076.223,43366.564,8935.385


 2722,	80076.223,45792.488,7016.941


 2723,	80076.223,42335.177,9240.888


 2724,	80076.223,43337.972,8382.841


 2725,	80076.223,42808.471,8404.504


 2726,	80076.223,43814.110,6833.143


 2727,	80076.223,43887.531,7378.520


 2728,	80076.223,43526.243,10562.078


 2729,	80076.223,45874.378,10359.794


 2730,	80076.223,44711.240,8553.888


 2731,	80076.223,43967.610,7950.438


 2732,	80076.223,44550.021,5995.801


 2733,	80076.223,43391.090,7096.145


 2734,	80076.223,43985.088,7436.561


 2735,	80076.223,44165.791,8118.331


 2736,	80076.223,44103.470,6237.085


 2737,	80076.223,42414.786,7819.796


 2738,	80076.223,41839.412,9501.164


 2739,	80076.223,41302.298,10282.261


 2740,	80076.223,38910.619,10623.977


 2741,	80076.223,42254.360,9461.861


 2742,	80076.223,39576.712,9824.245


 2743,	80076.223,38252.071,11883.273


 2744,	80076.223,41306.381,9098.922


 2745,	80076.223,45695.006,8354.864


 2746,	80076.223,45149.549,6358.046


 2747,	80076.223,43972.486,4647.586


 2748,	80076.223,43531.647,7146.849


 2749,	80076.223,42556.663,9534.089


 2750,	80076.223,41823.393,8947.560


 2751,	80076.223,44724.787,12889.305


 2752,	80076.223,45486.167,11020.989


 2753,	80076.223,46151.111,11051.781


 2754,	80076.223,45474.955,7698.574


 2755,	80076.223,46144.007,7616.078


 2756,	80076.223,46881.303,8883.257


 2757,	80076.223,45794.157,6169.458


 2758,	80076.223,44887.797,9288.583


 2759,	80076.223,44243.525,9189.255


 2760,	80076.223,43603.810,9314.093


 2761,	80076.223,43147.632,8724.888


 2762,	80076.223,43756.389,7470.608


 2763,	80076.223,42901.817,7002.190


 2764,	80076.223,40998.154,9619.061


 2765,	80076.223,37778.903,7809.814


 2766,	80076.223,38272.888,7626.338


 2767,	80076.223,39264.325,8694.374


 2768,	80076.223,37711.586,7636.887


 2769,	80076.223,39262.145,9159.643


 2770,	80076.223,40569.929,9671.275


 2771,	80076.223,40623.021,10694.357


 2772,	80076.223,42797.165,8875.722


 2773,	80076.223,42506.224,8121.341


 2774,	80076.223,43105.272,10775.760


 2775,	80076.223,42751.317,11123.433


 2776,	80076.223,46985.174,9490.856


 2777,	80076.223,44395.720,9026.129


 2778,	80076.223,44847.419,9879.312


 2779,	80076.223,44390.965,9028.537


 2780,	80076.223,46672.085,12735.676


 2781,	80076.223,48062.995,10019.617


 2782,	80076.223,52914.138,8517.584


 2783,	80076.223,49086.216,8656.987


 2784,	80076.223,47577.748,10573.336


 2785,	80076.223,47868.425,9163.569


 2786,	80076.223,48007.457,8510.412


 2787,	80076.223,47093.951,8378.744


 2788,	80076.223,44905.271,10030.236


 2789,	80076.223,43885.840,9016.217


 2790,	80076.223,41522.258,7478.000


 2791,	80076.223,41102.852,7646.204


 2792,	80076.223,43109.614,9448.495


 2793,	80076.223,41024.663,10008.586


 2794,	80076.223,39176.692,9052.890


 2795,	80076.223,41954.992,11736.536


 2796,	80076.223,46180.351,10536.744


 2797,	80076.223,46846.492,9055.722


 2798,	80076.223,43579.063,10175.107


 2799,	80076.223,42443.894,8674.388


 2800,	80076.223,45056.617,9373.085


 2801,	80076.223,45332.843,10404.987


 2802,	80076.223,43181.621,10723.700


 2803,	80076.223,43281.781,8035.273


 2804,	80076.223,41116.829,8674.519


 2805,	80076.223,39642.857,7248.952


 2806,	80076.223,38989.979,5788.144


 2807,	80076.223,39396.290,8058.708


 2808,	80076.223,38534.746,9132.649


 2809,	80076.223,38621.300,8013.873


 2810,	80076.223,37761.420,8228.346


 2811,	80076.223,37816.362,8944.218


 2812,	80076.223,38706.082,9899.126


 2813,	80076.223,39341.930,7397.199


 2814,	80076.223,40242.614,6781.704


 2815,	80076.223,40757.742,7082.307


 2816,	80076.223,41385.236,6807.522


 2817,	80076.223,40110.302,6104.996


 2818,	80076.223,41582.755,7260.825


 2819,	80076.223,40899.523,9173.247


 2820,	80076.223,42913.459,9319.877


 2821,	80076.223,42857.314,7161.907


 2822,	80076.223,42446.882,7887.993


 2823,	80076.223,42644.899,8416.581


 2824,	80076.223,41175.002,7868.801


 2825,	80076.223,38764.203,8427.065


 2826,	80076.223,40685.718,9891.855


 2827,	80076.223,44016.120,11121.703


 2828,	80076.223,45104.634,7859.424


 2829,	80076.223,45010.175,7220.797


 2830,	80076.223,44999.062,7976.415


 2831,	80076.223,43731.351,9995.560


 2832,	80076.223,45288.384,6056.424


 2833,	80076.223,43849.461,6704.790


 2834,	80076.223,42808.264,8023.424


 2835,	80076.223,44361.989,9078.693


 2836,	80076.223,49197.292,8264.870


 2837,	80076.223,48593.389,9230.226


 2838,	80076.223,49283.601,8962.109


 2839,	80076.223,48423.565,8308.155


 2840,	80076.223,49510.612,8291.924


 2841,	80076.223,49842.550,9942.892


 2842,	80076.223,49939.035,9500.285


 2843,	80076.223,45559.525,7963.426


 2844,	80076.223,41844.472,7378.656


 2845,	80076.223,40958.379,7521.142


 2846,	80076.223,41948.729,7628.195


 2847,	80076.223,40720.404,7239.907


 2848,	80076.223,40403.826,6710.243


 2849,	80076.223,39394.968,5811.967


 2850,	80076.223,40292.975,6696.973


 2851,	80076.223,41461.948,7245.950


 2852,	80076.223,39888.542,7993.144


 2853,	80076.223,39631.920,9772.358


 2854,	80076.223,41134.279,8809.666


 2855,	80076.223,42508.289,10855.201


 2856,	80076.223,40538.950,9030.411


 2857,	80076.223,41467.957,9081.679


 2858,	80076.223,41627.757,8502.074


 2859,	80076.223,42475.213,5961.770


 2860,	80076.223,42043.788,7827.798


 2861,	80076.223,42153.103,8370.772


 2862,	80076.223,40581.825,8573.756


 2863,	80076.223,42016.717,6970.928


 2864,	80076.223,40929.597,7517.772


 2865,	80076.223,41405.589,8686.103


 2866,	80076.223,42678.288,7482.121


 2867,	80076.223,42130.430,8507.972


 2868,	80076.223,43086.930,8364.102


 2869,	80076.223,42098.593,8533.908


 2870,	80076.223,43934.891,9950.393


 2871,	80076.223,44622.339,10932.512


 2872,	80076.223,44939.385,8278.803


 2873,	80076.223,42952.728,8710.104


 2874,	80076.223,43741.891,8062.793


 2875,	80076.223,43460.938,8500.796


 2876,	80076.223,42894.793,7653.309


 2877,	80076.223,42242.932,8795.489


 2878,	80076.223,41382.205,7734.789


 2879,	80076.223,42162.295,7416.727


 2880,	80076.223,40353.537,7965.933


 2881,	80076.223,41863.329,9843.265


 2882,	80076.223,41430.154,9432.421


 2883,	80076.223,44701.636,9728.430


 2884,	80076.223,44334.805,9806.252


 2885,	80076.223,44208.565,8986.788


 2886,	80076.223,43493.086,8143.716


 2887,	80076.223,45434.857,8396.787


 2888,	80076.223,45621.165,7575.900


 2889,	80076.223,41113.872,8565.096


 2890,	80076.223,40890.722,8511.839


 2891,	80076.223,43634.056,8465.832


 2892,	80076.223,43595.301,7733.315


 2893,	80076.223,44076.518,6410.650


 2894,	80076.223,41857.369,7084.919


 2895,	80076.223,41581.304,9724.183


 2896,	80076.223,41938.550,7218.829


 2897,	80076.223,41533.982,7816.812


 2898,	80076.223,41554.070,8921.169


 2899,	80076.223,41390.811,11143.354


 2900,	80076.223,41776.357,10405.587


 2901,	80076.223,42175.689,10351.370


 2902,	80076.223,45809.011,8507.971


 2903,	80076.223,43988.609,9990.403


 2904,	80076.223,45582.961,9955.812


 2905,	80076.223,42485.007,8485.970


 2906,	80076.223,42610.124,8169.640


 2907,	80076.223,41460.839,11327.949


 2908,	80076.223,41343.085,10757.395


 2909,	80076.223,42566.786,12441.265


 2910,	80076.223,45540.063,10668.594


 2911,	80076.223,45893.166,8733.023


 2912,	80076.223,45721.981,10169.638


 2913,	80076.223,44792.312,9194.767


 2914,	80076.223,42756.632,8348.520


 2915,	80076.223,42886.819,8564.537


 2916,	80076.223,43567.861,7656.412


 2917,	80076.223,43993.672,8485.515


 2918,	80076.223,41346.191,6043.261


 2919,	80076.223,40893.086,6829.262


 2920,	80076.223,41518.420,7436.337


 2921,	80076.223,43066.127,8071.481


 2922,	80076.223,41748.951,9646.614


 2923,	80076.223,41798.896,7505.349


 2924,	80076.223,39307.659,7972.824


 2925,	80076.223,38917.890,7097.759


 2926,	80076.223,42347.165,7056.913


 2927,	80076.223,42462.062,10184.630


 2928,	80076.223,43416.330,10708.169


 2929,	80076.223,43210.771,8985.296


 2930,	80076.223,41134.031,8157.159


 2931,	80076.223,38818.160,9639.381


 2932,	80076.223,41727.233,12227.384


 2933,	80076.223,47710.191,13407.843


 2934,	80076.223,46364.987,11996.414


 2935,	80076.223,48994.704,9926.945


 2936,	80076.223,48947.411,8349.023


 2937,	80076.223,46159.960,8030.361


 2938,	80076.223,45213.807,8009.656


 2939,	80076.223,45734.034,9928.187


 2940,	80076.223,46263.287,9073.184


 2941,	80076.223,49077.914,10624.030


 2942,	80076.223,49628.877,9746.958


 2943,	80076.223,47908.230,8151.620


 2944,	80076.223,49004.422,8301.665


 2945,	80076.223,50159.073,8250.297


 2946,	80076.223,48176.464,7664.682


 2947,	80076.223,45582.964,10615.595


 2948,	80076.223,42856.896,9391.569


 2949,	80076.223,42326.688,9335.553


 2950,	80076.223,42334.274,10653.089


 2951,	80076.223,42547.679,8881.636


 2952,	80076.223,42553.190,8536.339


 2953,	80076.223,40907.028,6295.038


 2954,	80076.223,39946.195,7150.135


 2955,	80076.223,41774.188,7775.230


 2956,	80076.223,42533.792,8534.288


 2957,	80076.223,41933.082,8191.957


 2958,	80076.223,41542.636,8968.063


 2959,	80076.223,42928.855,9259.755


 2960,	80076.223,42981.695,9571.893


 2961,	80076.223,42143.752,8102.744


 2962,	80076.223,43832.268,8366.512


 2963,	80076.223,44549.221,9418.524


 2964,	80076.223,41336.201,6687.936


 2965,	80076.223,40180.049,7594.549


 2966,	80076.223,41315.888,9338.545


 2967,	80076.223,40833.021,7377.148


 2968,	80076.223,38983.328,9876.465


 2969,	80076.223,40737.518,8088.443


 2970,	80076.223,42372.542,7760.338


 2971,	80076.223,43075.759,6682.740


 2972,	80076.223,42809.257,6782.448


 2973,	80076.223,42269.476,6654.246


 2974,	80076.223,41802.339,9389.151


 2975,	80076.223,44558.682,8930.112


 2976,	80076.223,45309.118,9839.006


 2977,	80076.223,46074.575,8971.858


 2978,	80076.223,45010.293,9479.618


 2979,	80076.223,42821.793,11010.487


 2980,	80076.223,44321.904,10842.209


 2981,	80076.223,43953.370,8855.477


 2982,	80076.223,42792.887,8367.917


 2983,	80076.223,41361.943,9452.660


 2984,	80076.223,42440.224,8323.927


 2985,	80076.223,44246.429,11336.919


 2986,	80076.223,43590.150,9633.690


 2987,	80076.223,43333.801,8450.354


 2988,	80076.223,42745.188,7493.550


 2989,	80076.223,42446.551,10507.422


 2990,	80076.223,41397.495,10892.588


 2991,	80076.223,45346.190,10455.862


 2992,	80076.223,45386.045,9331.669


 2993,	80076.223,47492.961,9207.137


 2994,	80076.223,48090.559,7846.457


 2995,	80076.223,48359.724,7132.767


 2996,	80076.223,45538.119,7970.182


 2997,	80076.223,42245.064,8252.003


 2998,	80076.223,40473.269,8073.965


 2999,	80076.223,40891.055,8291.977


 3000,	80076.223,44123.734,10607.537


 3001,	80076.223,45748.173,10457.037


 3002,	80076.223,48267.079,9345.927


 3003,	80076.223,46370.549,9059.486


 3004,	80076.223,45116.440,8591.590


 3005,	80076.223,42276.552,6138.580


 3006,	80076.223,43986.363,6684.996


 3007,	80076.223,42232.162,7704.890


 3008,	80076.223,44771.905,9000.333


 3009,	80076.223,46067.422,10578.016


 3010,	80076.223,43066.096,10977.094


 3011,	80076.223,45999.863,9406.603


 3012,	80076.223,43819.576,7027.708


 3013,	80076.223,42444.549,8625.347


 3014,	80076.223,42171.581,9473.684


 3015,	80076.223,42861.960,7430.009


 3016,	80076.223,42367.912,6481.601


 3017,	80076.223,43169.925,8218.162


 3018,	80076.223,42590.475,5828.000


 3019,	80076.223,41542.030,7537.207


 3020,	80076.223,41251.653,7637.500


 3021,	80076.223,41500.501,9159.354


 3022,	80076.223,41650.477,9248.994


 3023,	80076.223,43000.814,10614.901


 3024,	80076.223,41515.211,8326.054


 3025,	80076.223,42551.135,9364.275


 3026,	80076.223,43903.982,10586.165


 3027,	80076.223,44447.394,9059.695


 3028,	80076.223,45133.248,9651.353


 3029,	80076.223,44753.579,7800.169


 3030,	80076.223,43994.096,8185.553


 3031,	80076.223,41898.345,7472.307


 3032,	80076.223,41139.468,9032.960


 3033,	80076.223,41857.323,11855.770


 3034,	80076.223,41916.194,10171.288


 3035,	80076.223,41168.208,8495.730


 3036,	80076.223,41350.128,8748.385


 3037,	80076.223,44832.724,7204.610


 3038,	80076.223,44580.359,7765.427


 3039,	80076.223,44050.998,8112.705


 3040,	80076.223,44659.350,10760.348


 3041,	80076.223,44475.409,10053.766


 3042,	80076.223,44575.513,9209.793


 3043,	80076.223,44007.978,9562.238


 3044,	80076.223,42180.010,10478.734


 3045,	80076.223,43358.312,10022.315


 3046,	80076.223,43493.212,9559.611


 3047,	80076.223,43438.398,8473.680


 3048,	80076.223,44006.487,8242.762


 3049,	80076.223,43593.754,7921.435


 3050,	80076.223,44741.476,10008.806


 3051,	80076.223,45798.600,9044.889


 3052,	80076.223,45692.565,9448.927


 3053,	80076.223,47905.912,7315.547


 3054,	80076.223,47902.197,9930.268


 3055,	80076.223,47927.250,9373.038


 3056,	80076.223,48805.356,10177.963


 3057,	80076.223,49801.800,8981.795


 3058,	80076.223,47482.142,8187.050


 3059,	80076.223,47257.138,8435.263


 3060,	80076.223,48050.065,8672.440


 3061,	80076.223,44239.655,8712.555


 3062,	80076.223,44751.116,9359.972


 3063,	80076.223,46203.258,9974.510


 3064,	80076.223,46190.648,9376.867


 3065,	80076.223,44784.874,7837.546


 3066,	80076.223,44371.615,9626.898


 3067,	80076.223,43342.004,9456.784


 3068,	80076.223,43207.269,7338.625


 3069,	80076.223,45167.028,7093.200


 3070,	80076.223,45315.446,7161.116


 3071,	80076.223,44366.416,9223.751


 3072,	80076.223,46534.838,8295.304


 3073,	80076.223,46605.364,8125.885


 3074,	80076.223,42639.213,8996.042


 3075,	80076.223,44336.507,8448.228


 3076,	80076.223,44035.190,7926.357


 3077,	80076.223,43088.392,7693.886


 3078,	80076.223,42069.459,8360.183


 3079,	80076.223,41714.256,8298.079


 3080,	80076.223,40217.959,7747.368


 3081,	80076.223,42151.517,9432.647


 3082,	80076.223,43695.774,9846.916


 3083,	80076.223,41316.925,8764.307


 3084,	80076.223,42305.646,8349.664


 3085,	80076.223,41316.875,6950.047


 3086,	80076.223,42754.633,6645.916


 3087,	80076.223,42269.113,8290.026


 3088,	80076.223,42001.028,7357.647


 3089,	80076.223,44354.039,9534.738


 3090,	80076.223,44895.807,10760.757


 3091,	80076.223,46554.046,8422.027


 3092,	80076.223,45581.930,7828.209


 3093,	80076.223,46802.726,8666.278


 3094,	80076.223,44275.915,7419.402


 3095,	80076.223,43524.922,8319.997


 3096,	80076.223,45305.690,7079.994


 3097,	80076.223,43045.554,7432.521


 3098,	80076.223,43201.407,7360.583


 3099,	80076.223,43248.847,8241.206


 3100,	80076.223,43598.688,8315.774


 3101,	80076.223,44700.432,7910.353


 3102,	80076.223,44743.241,8834.014


 3103,	80076.223,46388.548,7381.657


 3104,	80076.223,44387.445,6626.366


 3105,	80076.223,42031.618,9051.533


 3106,	80076.223,40756.891,10204.437


 3107,	80076.223,37270.647,11502.244


 3108,	80076.223,37021.899,10050.927


 3109,	80076.223,42587.675,10024.070


 3110,	80076.223,44873.381,6244.178


 3111,	80076.223,44695.028,6941.946


 3112,	80076.223,45779.550,8523.802


 3113,	80076.223,44541.247,9046.162


 3114,	80076.223,46609.266,10227.152


 3115,	80076.223,44964.266,9847.056


 3116,	80076.223,45925.269,8409.626


 3117,	80076.223,46572.514,9063.990


 3118,	80076.223,47092.509,6930.248


 3119,	80076.223,47344.766,7406.614


 3120,	80076.223,47525.393,7686.353


 3121,	80076.223,47864.819,8975.767


 3122,	80076.223,45973.329,10908.351


 3123,	80076.223,46162.191,10378.871


 3124,	80076.223,47253.789,9682.859


 3125,	80076.223,45875.759,8809.188


 3126,	80076.223,44793.543,7932.112


 3127,	80076.223,44550.482,8195.405


 3128,	80076.223,45001.763,9361.456


 3129,	80076.223,45019.364,9387.202


 3130,	80076.223,45408.166,9837.000


 3131,	80076.223,42837.812,8225.133


 3132,	80076.223,43490.803,8352.991


 3133,	80076.223,44104.464,7006.618


 3134,	80076.223,43286.236,6394.956


 3135,	80076.223,43360.938,7920.259


 3136,	80076.223,43543.086,7477.633


 3137,	80076.223,41578.478,9970.966


 3138,	80076.223,41761.710,9004.213


 3139,	80076.223,42435.428,9008.624


 3140,	80076.223,42797.862,8896.613


 3141,	80076.223,42120.726,8350.867


 3142,	80076.223,43044.283,6999.653


 3143,	80076.223,43278.760,7972.418


 3144,	80076.223,44579.276,9033.324


 3145,	80076.223,47450.476,7071.658


 3146,	80076.223,46931.152,8963.997


 3147,	80076.223,45179.361,9502.252


 3148,	80076.223,45064.626,9337.192


 3149,	80076.223,48241.008,11509.748


 3150,	80076.223,46758.162,10842.316


 3151,	80076.223,48333.134,8294.451


 3152,	80076.223,45266.228,7538.187


 3153,	80076.223,43919.434,7227.668


 3154,	80076.223,44798.543,9138.743


 3155,	80076.223,43534.791,5776.622


 3156,	80076.223,41709.433,6571.545


 3157,	80076.223,40394.046,7842.862


 3158,	80076.223,40232.528,11167.393


 3159,	80076.223,38447.010,9153.070


 3160,	80076.223,38228.803,10283.977


 3161,	80076.223,37677.597,10474.881


 3162,	80076.223,38597.496,11968.776


 3163,	80076.223,39185.512,10216.847


 3164,	80076.223,38517.448,10151.831


 3165,	80076.223,38228.986,11451.155


 3166,	80076.223,40711.859,9117.495


 3167,	80076.223,43198.974,7300.490


 3168,	80076.223,40019.563,7819.949


 3169,	80076.223,42804.064,9963.899


 3170,	80076.223,43821.573,9583.718


 3171,	80076.223,44877.393,10418.196


 3172,	80076.223,43175.353,8819.172


 3173,	80076.223,44143.439,8574.851


 3174,	80076.223,42740.104,8417.690


 3175,	80076.223,44337.550,7385.394


 3176,	80076.223,43592.028,9537.392


 3177,	80076.223,41254.362,9202.258


 3178,	80076.223,39203.076,8037.558


 3179,	80076.223,41873.100,8643.382


 3180,	80076.223,40132.709,9473.983


 3181,	80076.223,42072.490,9731.046


 3182,	80076.223,41849.329,10759.979


 3183,	80076.223,43535.090,10338.726


 3184,	80076.223,43812.295,9248.925


 3185,	80076.223,43347.652,9368.361


 3186,	80076.223,42904.236,8829.906


 3187,	80076.223,41544.389,8953.439


 3188,	80076.223,41400.835,8314.867


 3189,	80076.223,42095.418,8463.185


 3190,	80076.223,40594.169,8469.222


 3191,	80076.223,42739.302,8716.820


 3192,	80076.223,43284.165,9071.385


 3193,	80076.223,44121.910,7537.050


 3194,	80076.223,44324.069,7808.842


 3195,	80076.223,43661.593,7774.783


 3196,	80076.223,43223.294,6852.795


 3197,	80076.223,42661.587,8144.601


 3198,	80076.223,44352.929,11051.788


 3199,	80076.223,44957.149,10326.892


 3200,	80076.223,45522.795,10205.068


 3201,	80076.223,42694.455,6900.676


 3202,	80076.223,41624.509,8239.899


 3203,	80076.223,41632.483,10324.123


 3204,	80076.223,44006.611,9912.281


 3205,	80076.223,46480.178,10880.314


 3206,	80076.223,46933.472,10191.457


 3207,	80076.223,44682.466,11742.587


 3208,	80076.223,44405.338,11729.958


 3209,	80076.223,41991.885,7762.052


 3210,	80076.223,43009.690,7503.500


 3211,	80076.223,42949.476,10531.890


 3212,	80076.223,41273.908,10044.858


 3213,	80076.223,40245.598,8778.291


 3214,	80076.223,39130.373,9665.432


 3215,	80076.223,37348.419,9348.919


 3216,	80076.223,36899.136,8007.665


 3217,	80076.223,39239.862,7773.156


 3218,	80076.223,36889.474,7916.801


 3219,	80076.223,36918.194,7675.437


 3220,	80076.223,37911.225,6349.235


 3221,	80076.223,39577.203,6792.118


 3222,	80076.223,39375.527,7221.298


 3223,	80076.223,37815.976,7828.381


 3224,	80076.223,37965.959,5782.986


 3225,	80076.223,41167.148,6652.142


 3226,	80076.223,40115.367,8231.553


 3227,	80076.223,41713.884,8022.358


 3228,	80076.223,43256.738,8291.028


 3229,	80076.223,41928.636,8148.324


 3230,	80076.223,43621.504,8855.309


 3231,	80076.223,43226.483,7901.159


 3232,	80076.223,41761.053,7511.835


 3233,	80076.223,39772.841,7512.637


 3234,	80076.223,39310.759,7061.174


 3235,	80076.223,43012.834,9338.050


 3236,	80076.223,46098.663,10069.826


 3237,	80076.223,45740.672,8906.042


 3238,	80076.223,47878.258,7789.446


 3239,	80076.223,44698.907,8437.609


 3240,	80076.223,45309.084,9718.118


 3241,	80076.223,45534.263,9215.396


 3242,	80076.223,46455.839,9915.544


 3243,	80076.223,44613.602,8853.310


 3244,	80076.223,45720.856,8289.927


 3245,	80076.223,47395.007,7727.065


 3246,	80076.223,47375.558,6920.130


 3247,	80076.223,48751.181,9488.106


 3248,	80076.223,47944.482,10619.056


 3249,	80076.223,47879.935,6104.242


 3250,	80076.223,46655.684,8329.456


 3251,	80076.223,47124.645,6968.629


 3252,	80076.223,45052.346,8995.198


 3253,	80076.223,43022.743,11197.338


 3254,	80076.223,42164.442,11317.931


 3255,	80076.223,42473.234,11418.833


 3256,	80076.223,43354.766,10809.158


 3257,	80076.223,46516.516,12014.073


 3258,	80076.223,49056.187,10179.450


 3259,	80076.223,48608.772,8722.699


