number	value fitness deviation


 1638,	771918.271,43494.312,9864.380


 1639,	771918.271,43420.237,9717.396


 1640,	771918.271,45297.862,10430.396


 1641,	771918.271,46929.667,11311.145


 1642,	771918.271,46999.613,11477.847


 1643,	771918.271,45606.133,8349.724


 1644,	771918.271,45302.153,8889.986


 1645,	771918.271,45202.081,7860.857


 1646,	771918.271,48673.507,9397.792


 1647,	771918.271,48602.598,9702.406


 1648,	771918.271,48086.369,7484.599


 1649,	771918.271,45781.968,7289.121


 1650,	771918.271,44875.689,8497.665


 1651,	771918.271,44336.838,8084.151


 1652,	771918.271,41981.583,9105.257


 1653,	771918.271,42012.717,8684.165


 1654,	771918.271,42487.130,8511.605


 1655,	771918.271,43167.949,8979.159


 1656,	771918.271,42792.847,6199.910


 1657,	771918.271,43433.628,7260.583


 1658,	771918.271,44220.129,8132.145


 1659,	771918.271,42749.644,7523.306


 1660,	771918.271,40602.455,9022.464


 1661,	771918.271,43288.949,7055.071


 1662,	771918.271,42133.758,7851.571


 1663,	771918.271,42863.872,7280.546


 1664,	771918.271,42494.355,6150.941


 1665,	771918.271,42052.508,6391.795


 1666,	771918.271,41476.795,8489.156


 1667,	771918.271,41605.821,7940.106


 1668,	771918.271,39946.916,7750.986


 1669,	771918.271,40306.868,8905.122


 1670,	771918.271,42162.441,10948.003


 1671,	771918.271,44088.702,10061.650


 1672,	771918.271,41755.063,8712.397


 1673,	771918.271,41637.015,10286.372


 1674,	771918.271,42303.784,9695.569


 1675,	771918.271,43330.033,10862.882


 1676,	771918.271,47042.682,14235.602


 1677,	771918.271,48364.180,12621.083


 1678,	771918.271,49994.542,11967.416


 1679,	771918.271,49177.982,10519.635


 1680,	771918.271,47307.140,8691.210


 1681,	771918.271,47256.976,8700.359


 1682,	771918.271,49458.750,10123.581


 1683,	771918.271,47573.369,9699.769


 1684,	771918.271,45395.725,8632.575


 1685,	771918.271,45216.480,8278.882


 1686,	771918.271,42269.242,7775.025


 1687,	771918.271,44641.639,10045.530


 1688,	771918.271,42478.651,6833.864


 1689,	771918.271,41769.214,7409.173


 1690,	771918.271,43444.865,9868.401


 1691,	771918.271,43723.421,9295.599


 1692,	771918.271,44476.325,9276.756


 1693,	771918.271,50039.095,12147.373


 1694,	771918.271,48609.950,11504.164


 1695,	771918.271,48895.873,9853.395


 1696,	771918.271,51751.368,11360.024


 1697,	771918.271,51962.798,10488.657


 1698,	771918.271,51965.817,11368.445


 1699,	771918.271,49610.601,8424.278


 1700,	771918.271,44724.418,7686.005


 1701,	771918.271,44253.887,9258.226


 1702,	771918.271,46312.796,8687.409


 1703,	771918.271,46167.968,9335.342


 1704,	771918.271,47584.063,10530.566


 1705,	771918.271,49320.337,8513.270


 1706,	771918.271,50426.096,9383.492


 1707,	771918.271,49154.644,9644.227


 1708,	771918.271,45406.919,9820.949


 1709,	771918.271,45389.412,7254.575


 1710,	771918.271,43595.185,8049.659


 1711,	771918.271,44742.271,8235.187


 1712,	771918.271,42437.602,7965.792


 1713,	771918.271,41639.415,8854.997


 1714,	771918.271,40808.125,8306.679


 1715,	771918.271,42033.486,9628.182


 1716,	771918.271,41130.016,12245.726


 1717,	771918.271,41700.702,8574.519


 1718,	771918.271,39936.707,8126.826


 1719,	771918.271,40128.340,8976.423


 1720,	771918.271,42036.002,7220.325


 1721,	771918.271,42382.416,8795.258


 1722,	771918.271,43845.447,9023.567


 1723,	771918.271,41154.366,7935.210


 1724,	771918.271,42855.777,10157.136


 1725,	771918.271,42766.835,8543.647


 1726,	771918.271,45122.144,7306.835


 1727,	771918.271,46400.570,9229.294


 1728,	771918.271,46703.937,9786.202


 1729,	771918.271,45336.407,9753.580


 1730,	771918.271,44095.057,11351.072


 1731,	771918.271,42368.307,9020.422


 1732,	771918.271,42758.627,10178.150


 1733,	771918.271,42199.216,9879.407


 1734,	771918.271,39478.274,8925.546


 1735,	771918.271,39615.798,9925.041


 1736,	771918.271,44191.349,10284.570


 1737,	771918.271,44062.521,9271.027


 1738,	771918.271,45500.317,8105.868


 1739,	771918.271,46520.386,6929.120


 1740,	771918.271,45695.366,10181.930


 1741,	771918.271,44096.984,10332.590


 1742,	771918.271,43586.039,8830.621


 1743,	771918.271,47528.512,8631.569


 1744,	771918.271,48342.985,9791.072


 1745,	771918.271,48202.035,8927.218


 1746,	771918.271,47139.785,9006.004


 1747,	771918.271,45845.699,7957.297


 1748,	771918.271,46037.221,6262.051


 1749,	771918.271,43569.659,7372.225


 1750,	771918.271,42873.063,7786.431


 1751,	771918.271,42026.976,8729.247


 1752,	771918.271,41642.344,9499.617


 1753,	771918.271,42817.750,7839.932


 1754,	771918.271,42563.109,9237.158


 1755,	771918.271,45375.129,11413.985


 1756,	771918.271,46832.185,11382.875


 1757,	771918.271,46682.284,9619.634


 1758,	771918.271,46834.638,10002.320


 1759,	771918.271,47564.310,7858.374


 1760,	771918.271,44745.254,9094.785


 1761,	771918.271,42582.288,9070.501


 1762,	771918.271,40177.510,9692.297


 1763,	771918.271,40578.118,10172.976


 1764,	771918.271,42220.312,9532.175


 1765,	771918.271,42514.719,9157.096


 1766,	771918.271,41902.232,8583.756


 1767,	771918.271,43171.387,8214.635


 1768,	771918.271,42639.777,8706.873


 1769,	771918.271,43827.083,9494.334


 1770,	771918.271,44825.780,7921.822


 1771,	771918.271,44654.183,7834.895


 1772,	771918.271,44813.849,9020.517


 1773,	771918.271,45020.085,9339.602


 1774,	771918.271,46005.452,10181.684


 1775,	771918.271,46387.976,9154.083


 1776,	771918.271,44644.361,8725.214


 1777,	771918.271,45485.441,9502.041


 1778,	771918.271,44461.942,9006.662


 1779,	771918.271,45162.740,6749.478


 1780,	771918.271,42536.185,6836.707


 1781,	771918.271,40640.143,8224.575


 1782,	771918.271,45608.377,8400.996


 1783,	771918.271,45450.490,8063.027


 1784,	771918.271,44783.225,6960.895


 1785,	771918.271,42237.107,7761.255


 1786,	771918.271,40800.990,7163.366


 1787,	771918.271,41302.115,7393.974


 1788,	771918.271,40119.302,8055.434


 1789,	771918.271,42659.206,8316.445


 1790,	771918.271,41883.369,8285.938


 1791,	771918.271,41116.649,8055.258


 1792,	771918.271,41791.049,6520.676


 1793,	771918.271,40284.859,8654.466


 1794,	771918.271,42648.278,9214.026


 1795,	771918.271,42710.528,7816.425


 1796,	771918.271,43082.507,9313.612


 1797,	771918.271,42733.826,8071.341


 1798,	771918.271,42969.864,8690.042


 1799,	771918.271,42648.593,7193.296


 1800,	771918.271,41032.487,9673.625


 1801,	771918.271,43652.503,7430.207


 1802,	771918.271,42915.902,7913.625


 1803,	771918.271,44664.263,10887.845


 1804,	771918.271,44538.209,11117.737


 1805,	771918.271,44700.376,8694.702


 1806,	771918.271,46013.831,9922.998


 1807,	771918.271,46133.932,7149.014


 1808,	771918.271,42353.247,8227.805


 1809,	771918.271,44269.631,8518.021


 1810,	771918.271,45380.763,9031.570


 1811,	771918.271,46170.645,7531.311


 1812,	771918.271,45962.165,9784.441


 1813,	771918.271,44448.779,8441.186


 1814,	771918.271,42578.765,7948.904


 1815,	771918.271,41788.871,8742.390


 1816,	771918.271,41969.524,9850.305


 1817,	771918.271,42692.249,8903.919


 1818,	771918.271,43201.139,8653.993


 1819,	771918.271,42551.045,7220.970


 1820,	771918.271,44457.223,6126.416


 1821,	771918.271,44177.498,7230.261


 1822,	771918.271,42598.287,8808.444


 1823,	771918.271,43459.105,7743.936


 1824,	771918.271,42438.714,8735.937


 1825,	771918.271,43073.823,7733.742


 1826,	771918.271,42662.037,5804.091


 1827,	771918.271,41628.811,7912.534


 1828,	771918.271,42322.762,9759.874


 1829,	771918.271,42014.309,9643.288


 1830,	771918.271,41457.318,10196.630


 1831,	771918.271,40265.173,7433.066


 1832,	771918.271,42188.712,7103.876


 1833,	771918.271,43596.873,10574.068


 1834,	771918.271,45192.583,10456.420


 1835,	771918.271,45997.991,9642.556


 1836,	771918.271,43564.182,8076.146


 1837,	771918.271,43130.450,7903.668


 1838,	771918.271,42127.151,8692.891


 1839,	771918.271,43730.917,7084.208


 1840,	771918.271,45746.868,7219.967


 1841,	771918.271,44214.217,8266.333


 1842,	771918.271,45104.572,7154.836


 1843,	771918.271,45262.584,7766.514


 1844,	771918.271,43454.903,9886.470


 1845,	771918.271,45859.356,8352.351


 1846,	771918.271,47042.630,9092.155


 1847,	771918.271,46231.335,7766.985


 1848,	771918.271,44375.962,8459.917


 1849,	771918.271,43804.023,10100.820


 1850,	771918.271,46112.774,9115.366


 1851,	771918.271,44018.160,9289.271


 1852,	771918.271,45100.557,7432.988


 1853,	771918.271,42091.012,7426.312


 1854,	771918.271,41079.327,9313.790


 1855,	771918.271,44293.410,9857.411


 1856,	771918.271,43487.219,6221.230


 1857,	771918.271,41127.028,6495.510


 1858,	771918.271,41487.393,8072.796


 1859,	771918.271,42038.106,10630.574


 1860,	771918.271,44148.932,9486.078


 1861,	771918.271,44148.217,9523.552


 1862,	771918.271,42701.460,9547.421


 1863,	771918.271,40841.188,8637.888


 1864,	771918.271,39246.439,6477.074


 1865,	771918.271,37994.746,7781.072


 1866,	771918.271,38319.749,7902.859


 1867,	771918.271,38639.195,7931.645


 1868,	771918.271,38102.248,8587.178


 1869,	771918.271,40250.547,8690.779


 1870,	771918.271,40972.070,9150.646


 1871,	771918.271,42639.848,11136.583


 1872,	771918.271,42471.418,10652.639


 1873,	771918.271,44566.499,9765.047


 1874,	771918.271,43560.798,9339.460


 1875,	771918.271,45361.365,9424.029


 1876,	771918.271,44632.930,8972.616


 1877,	771918.271,43791.782,9857.297


 1878,	771918.271,44716.439,9046.945


 1879,	771918.271,44243.476,9758.910


 1880,	771918.271,43715.702,9744.590


 1881,	771918.271,44214.697,9735.415


 1882,	771918.271,42714.648,9657.947


 1883,	771918.271,44580.711,9328.050


 1884,	771918.271,45847.328,9734.015


 1885,	771918.271,45888.519,7746.909


 1886,	771918.271,43810.597,8852.037


 1887,	771918.271,43262.118,10218.340


 1888,	771918.271,43479.560,8099.554


 1889,	771918.271,44377.988,7670.910


 1890,	771918.271,44135.077,6193.921


 1891,	771918.271,43246.866,8549.183


 1892,	771918.271,41197.836,8619.762


 1893,	771918.271,40780.934,6501.511


 1894,	771918.271,40141.252,6681.372


 1895,	771918.271,43476.737,7954.627


 1896,	771918.271,42634.391,8049.932


 1897,	771918.271,41372.222,7318.558


 1898,	771918.271,43995.017,8023.641


 1899,	771918.271,42949.200,10307.550


 1900,	771918.271,42145.493,10046.946


 1901,	771918.271,40127.569,8745.610


 1902,	771918.271,39829.259,8295.150


 1903,	771918.271,38126.284,8286.281


 1904,	771918.271,40527.080,8329.831


 1905,	771918.271,41880.516,7381.341


 1906,	771918.271,43275.853,7854.933


 1907,	771918.271,42994.959,8907.123


 1908,	771918.271,41096.107,8298.386


 1909,	771918.271,40603.981,8508.999


 1910,	771918.271,40346.886,7697.789


 1911,	771918.271,40315.370,7895.065


 1912,	771918.271,40778.179,10136.482


 1913,	771918.271,41271.309,11308.786


 1914,	771918.271,39809.987,10063.832


 1915,	771918.271,40621.818,11167.593


 1916,	771918.271,41844.456,10530.176


 1917,	771918.271,41817.900,8298.389


 1918,	771918.271,41653.479,7527.513


 1919,	771918.271,43387.966,9529.055


 1920,	771918.271,43826.348,8594.387


 1921,	771918.271,40338.185,8218.034


 1922,	771918.271,40398.764,8650.541


 1923,	771918.271,39154.890,9797.691


 1924,	771918.271,40345.959,9299.366


 1925,	771918.271,41264.129,9864.520


 1926,	771918.271,40873.869,7586.523


 1927,	771918.271,42481.979,9934.064


 1928,	771918.271,43538.384,8471.084


 1929,	771918.271,43729.543,5100.377


 1930,	771918.271,43340.069,6336.582


 1931,	771918.271,44022.812,7725.653


 1932,	771918.271,43618.913,7473.597


 1933,	771918.271,42712.564,7922.984


 1934,	771918.271,38807.897,6680.064


 1935,	771918.271,38867.920,7148.609


 1936,	771918.271,39861.864,8326.203


 1937,	771918.271,39582.680,8120.875


 1938,	771918.271,38184.732,6584.573


 1939,	771918.271,38175.285,5589.928


 1940,	771918.271,38307.589,6517.532


 1941,	771918.271,38979.747,7007.867


 1942,	771918.271,37487.123,6939.202


 1943,	771918.271,38626.704,6793.258


 1944,	771918.271,38720.437,7718.011


 1945,	771918.271,36724.843,7662.524


 1946,	771918.271,37391.849,7868.495


 1947,	771918.271,36212.733,8293.165


 1948,	771918.271,36498.956,8379.709


 1949,	771918.271,36684.070,7987.991


 1950,	771918.271,37129.208,7532.308


 1951,	771918.271,36717.710,8333.027


 1952,	771918.271,35614.753,7088.578


 1953,	771918.271,36150.536,7367.742


 1954,	771918.271,34618.756,6002.740


 1955,	771918.271,37804.879,8836.183


 1956,	771918.271,39086.452,8255.768


 1957,	771918.271,39035.914,8916.870


 1958,	771918.271,40563.056,9643.162


 1959,	771918.271,39903.424,9472.661


 1960,	771918.271,43090.522,8107.822


 1961,	771918.271,43353.008,8036.621


 1962,	771918.271,45565.041,8309.665


 1963,	771918.271,45675.719,8232.850


 1964,	771918.271,46546.249,7073.973


 1965,	771918.271,46745.385,7712.031


 1966,	771918.271,46225.572,8483.299


 1967,	771918.271,44654.690,8879.810


 1968,	771918.271,45078.037,8265.718


 1969,	771918.271,44851.184,9395.294


 1970,	771918.271,45167.176,10238.558


 1971,	771918.271,45157.973,10437.533


 1972,	771918.271,45841.818,9239.966


 1973,	771918.271,45039.579,12107.702


 1974,	771918.271,46176.640,12418.861


 1975,	771918.271,43078.818,10993.717


 1976,	771918.271,44741.919,12020.420


 1977,	771918.271,42414.722,9248.124


 1978,	771918.271,42786.225,8668.438


 1979,	771918.271,41639.032,10149.907


 1980,	771918.271,41573.735,11423.110


 1981,	771918.271,41576.782,8965.761


 1982,	771918.271,41456.213,8964.883


 1983,	771918.271,39211.247,8690.787


 1984,	771918.271,40281.986,6967.592


 1985,	771918.271,40683.184,6767.364


 1986,	771918.271,42481.886,8632.354


 1987,	771918.271,41518.566,6932.987


 1988,	771918.271,43745.539,8162.958


 1989,	771918.271,42859.458,9584.596


 1990,	771918.271,46289.133,7970.880


 1991,	771918.271,45628.106,7316.342


 1992,	771918.271,46387.697,6873.164


 1993,	771918.271,45612.318,8264.555


 1994,	771918.271,43212.504,9356.098


 1995,	771918.271,42429.112,9158.608


 1996,	771918.271,44390.820,8817.518


 1997,	771918.271,45837.491,7646.686


 1998,	771918.271,45690.014,8728.046


 1999,	771918.271,46533.547,8288.620


 2000,	771918.271,44615.794,10684.955


 2001,	771918.271,45544.886,8671.199


 2002,	771918.271,43705.411,7410.753


 2003,	771918.271,43489.692,8695.240


 2004,	771918.271,45061.897,11766.255


 2005,	771918.271,45173.707,11606.738


 2006,	771918.271,44009.417,10790.534


 2007,	771918.271,44167.584,11284.915


 2008,	771918.271,46733.640,10375.091


 2009,	771918.271,43587.836,11067.249


 2010,	771918.271,45973.709,11363.735


 2011,	771918.271,47602.999,12255.353


 2012,	771918.271,48423.165,11368.959


 2013,	771918.271,47676.997,8061.468


 2014,	771918.271,44851.498,9512.473


 2015,	771918.271,40937.158,7739.805


 2016,	771918.271,40523.922,7632.712


 2017,	771918.271,41594.212,8762.206


 2018,	771918.271,41829.459,8557.743


 2019,	771918.271,42325.051,7244.849


 2020,	771918.271,41186.812,8271.047


 2021,	771918.271,40561.812,9114.886


 2022,	771918.271,40592.324,11378.344


 2023,	771918.271,39279.211,9088.208


 2024,	771918.271,41445.561,8430.272


 2025,	771918.271,43349.839,12233.594


 2026,	771918.271,43984.329,11572.768


 2027,	771918.271,46420.358,9991.878


 2028,	771918.271,44610.704,9033.809


 2029,	771918.271,42645.596,8685.311


 2030,	771918.271,40700.073,7744.642


 2031,	771918.271,43136.592,8377.578


 2032,	771918.271,43140.194,9181.206


 2033,	771918.271,45076.066,8360.452


 2034,	771918.271,44055.531,9593.221


 2035,	771918.271,42978.661,8482.093


 2036,	771918.271,43450.010,7379.788


 2037,	771918.271,43118.914,8103.197


 2038,	771918.271,41651.634,9987.201


 2039,	771918.271,42587.471,10296.069


 2040,	771918.271,45925.061,9302.456


 2041,	771918.271,45939.395,9707.691


 2042,	771918.271,48564.230,8678.125


 2043,	771918.271,47646.505,10316.012


 2044,	771918.271,47371.447,8748.490


 2045,	771918.271,45977.686,8809.082


 2046,	771918.271,44876.451,9375.370


 2047,	771918.271,44045.892,9400.516


 2048,	771918.271,45805.483,9159.230


 2049,	771918.271,44581.065,6757.638


 2050,	771918.271,44280.620,8598.415


 2051,	771918.271,41931.660,8514.780


 2052,	771918.271,41310.601,7795.220


 2053,	771918.271,39204.678,6974.151


 2054,	771918.271,40077.834,7510.945


 2055,	771918.271,38838.248,6734.200


 2056,	771918.271,38931.728,8912.514


 2057,	771918.271,39297.945,9515.785


 2058,	771918.271,40736.516,11678.974


 2059,	771918.271,39452.535,10331.683


 2060,	771918.271,41237.294,7941.331


 2061,	771918.271,42025.003,8273.692


 2062,	771918.271,40734.848,8048.441


 2063,	771918.271,42680.574,6707.431


 2064,	771918.271,40367.990,7005.811


 2065,	771918.271,38924.037,8339.527


 2066,	771918.271,39442.875,7513.022


 2067,	771918.271,40475.048,7964.154


 2068,	771918.271,38044.644,8198.097


 2069,	771918.271,38181.609,8251.140


 2070,	771918.271,39499.750,9698.375


 2071,	771918.271,39231.007,8314.536


 2072,	771918.271,37320.082,8151.462


 2073,	771918.271,35916.169,7700.640


 2074,	771918.271,36830.400,7552.299


 2075,	771918.271,38678.387,8207.217


 2076,	771918.271,39737.485,8743.805


 2077,	771918.271,41461.342,5781.356


 2078,	771918.271,41316.160,6584.369


 2079,	771918.271,42614.351,8751.192


 2080,	771918.271,43027.661,7825.839


 2081,	771918.271,41259.644,8913.611


 2082,	771918.271,40815.027,7070.055


 2083,	771918.271,39393.604,7612.884


 2084,	771918.271,40019.832,5902.481


 2085,	771918.271,40569.988,6495.417


 2086,	771918.271,41230.919,7981.637


 2087,	771918.271,39540.139,8407.680


 2088,	771918.271,42378.989,9994.453


 2089,	771918.271,43604.398,9288.605


 2090,	771918.271,44165.692,9170.681


 2091,	771918.271,45598.458,8593.843


 2092,	771918.271,42035.217,7550.377


 2093,	771918.271,42141.174,8169.015


 2094,	771918.271,41157.282,10721.169


 2095,	771918.271,43873.305,9708.685


 2096,	771918.271,43530.338,9130.450


 2097,	771918.271,42763.163,10461.584


 2098,	771918.271,43092.447,8649.626


 2099,	771918.271,43577.582,8279.589


 2100,	771918.271,43492.177,7917.041


 2101,	771918.271,42200.325,11794.580


 2102,	771918.271,46019.233,9926.693


 2103,	771918.271,45738.691,9123.638


 2104,	771918.271,46361.407,8509.404


 2105,	771918.271,45739.393,8816.060


 2106,	771918.271,47022.100,7951.596


 2107,	771918.271,46141.535,8517.501


 2108,	771918.271,45003.450,7531.475


 2109,	771918.271,47436.885,7781.944


 2110,	771918.271,48129.904,5903.963


 2111,	771918.271,47075.046,6535.239


 2112,	771918.271,46505.832,7582.257


 2113,	771918.271,44966.346,7452.236


 2114,	771918.271,43003.296,8095.521


 2115,	771918.271,41411.864,9603.818


 2116,	771918.271,41183.434,9785.817


 2117,	771918.271,40876.708,8896.904


 2118,	771918.271,40987.089,9245.973


 2119,	771918.271,41147.538,8959.710


 2120,	771918.271,39838.164,7767.437


 2121,	771918.271,40538.236,8575.954


 2122,	771918.271,40589.781,8787.114


 2123,	771918.271,40966.249,9978.699


 2124,	771918.271,41415.476,9342.238


 2125,	771918.271,42434.955,9156.379


 2126,	771918.271,41288.807,8160.734


 2127,	771918.271,41377.810,8543.313


 2128,	771918.271,42626.738,9170.164


 2129,	771918.271,43948.314,9704.576


 2130,	771918.271,43456.662,7934.531


 2131,	771918.271,42976.562,8464.160


 2132,	771918.271,43556.343,7948.109


 2133,	771918.271,44064.111,6993.586


 2134,	771918.271,43620.230,7769.015


 2135,	771918.271,43002.681,9160.815


 2136,	771918.271,41632.689,9463.746


 2137,	771918.271,42509.963,9322.066


 2138,	771918.271,42536.589,9220.825


 2139,	771918.271,44370.080,9396.672


 2140,	771918.271,44097.337,10618.026


 2141,	771918.271,43404.118,8228.186


 2142,	771918.271,44595.253,7109.086


 2143,	771918.271,47593.810,10319.068


 2144,	771918.271,44730.990,8460.425


 2145,	771918.271,42726.533,8664.740


 2146,	771918.271,43067.726,9031.942


 2147,	771918.271,41829.108,10473.838


 2148,	771918.271,42253.112,11716.871


 2149,	771918.271,41777.364,9729.954


 2150,	771918.271,47120.353,11557.560


 2151,	771918.271,46124.556,7464.762


 2152,	771918.271,46102.474,10442.222


 2153,	771918.271,45866.141,11631.775


 2154,	771918.271,46472.620,10983.285


 2155,	771918.271,45707.642,10767.342


 2156,	771918.271,48409.786,12151.812


 2157,	771918.271,47871.894,10518.524


 2158,	771918.271,48591.915,8208.915


 2159,	771918.271,47615.185,9892.567


 2160,	771918.271,47578.917,9123.923


 2161,	771918.271,49461.948,7220.043


 2162,	771918.271,46457.918,8953.459


 2163,	771918.271,42496.889,8016.877


 2164,	771918.271,43098.847,11135.023


 2165,	771918.271,42723.068,10156.880


 2166,	771918.271,41918.800,8264.180


 2167,	771918.271,40663.295,9466.772


 2168,	771918.271,39538.924,11509.081


 2169,	771918.271,39939.543,9674.355


 2170,	771918.271,40189.374,10244.605


 2171,	771918.271,41303.178,9599.127


 2172,	771918.271,42932.898,8901.807


 2173,	771918.271,41588.178,11116.369


 2174,	771918.271,40201.089,9363.611


 2175,	771918.271,39629.297,9642.961


 2176,	771918.271,40805.103,9725.337


 2177,	771918.271,41127.943,11256.474


 2178,	771918.271,42355.271,9212.294


 2179,	771918.271,42076.305,10437.468


 2180,	771918.271,42825.310,9162.405


 2181,	771918.271,44470.735,8910.063


 2182,	771918.271,42252.378,8922.118


 2183,	771918.271,42341.134,9910.784


 2184,	771918.271,44589.229,8924.727


 2185,	771918.271,45115.659,9055.402


 2186,	771918.271,45198.412,9673.842


 2187,	771918.271,47174.350,10293.896


 2188,	771918.271,49935.157,9384.225


 2189,	771918.271,51760.152,8193.818


 2190,	771918.271,51972.522,6974.324


 2191,	771918.271,51802.306,7154.491


 2192,	771918.271,49952.363,7897.137


 2193,	771918.271,50773.438,8485.432


 2194,	771918.271,48822.094,9639.296


 2195,	771918.271,48536.218,10592.382


 2196,	771918.271,47101.707,9073.262


 2197,	771918.271,42599.271,8959.940


 2198,	771918.271,42101.549,7757.212


 2199,	771918.271,42050.594,8091.298


 2200,	771918.271,43529.997,8999.459


 2201,	771918.271,43355.480,7381.201


 2202,	771918.271,41345.055,10250.277


 2203,	771918.271,43224.972,7807.351


 2204,	771918.271,46259.997,8328.248


 2205,	771918.271,47021.485,10191.504


 2206,	771918.271,47612.127,8573.523


 2207,	771918.271,46611.074,8103.457


 2208,	771918.271,46246.267,9413.385


 2209,	771918.271,46951.847,9491.932


 2210,	771918.271,47844.187,9978.924


 2211,	771918.271,48693.961,9274.665


 2212,	771918.271,50531.004,8518.253


 2213,	771918.271,48554.914,8903.759


 2214,	771918.271,49460.988,9577.396


 2215,	771918.271,48175.196,8965.581


 2216,	771918.271,45278.220,10133.594


 2217,	771918.271,45919.302,9487.417


 2218,	771918.271,44868.308,9733.745


 2219,	771918.271,45297.013,9525.536


 2220,	771918.271,46587.677,10047.819


 2221,	771918.271,45434.346,8033.169


 2222,	771918.271,44497.522,5334.223


 2223,	771918.271,45185.248,5968.282


 2224,	771918.271,44003.217,7374.526


 2225,	771918.271,44898.795,7685.689


 2226,	771918.271,43815.428,7845.381


 2227,	771918.271,41911.341,8359.309


 2228,	771918.271,42813.589,7599.921


 2229,	771918.271,45323.397,10092.500


 2230,	771918.271,46131.387,11159.531


 2231,	771918.271,43460.524,8498.333


 2232,	771918.271,40089.651,7876.259


 2233,	771918.271,39684.568,6970.449


 2234,	771918.271,39321.181,9078.609


 2235,	771918.271,43013.389,9063.301


 2236,	771918.271,44964.110,8260.125


 2237,	771918.271,45146.425,8867.162


 2238,	771918.271,44174.486,8420.486


 2239,	771918.271,43094.201,7217.042


 2240,	771918.271,41385.966,8538.012


 2241,	771918.271,42636.290,8060.887


 2242,	771918.271,41218.805,8940.307


 2243,	771918.271,40694.284,7399.911


 2244,	771918.271,41452.599,8047.849


 2245,	771918.271,43405.822,7491.740


 2246,	771918.271,43073.414,7368.875


 2247,	771918.271,43067.722,6785.068


 2248,	771918.271,45318.928,8088.314


 2249,	771918.271,46028.296,7722.357


 2250,	771918.271,47132.065,9350.138


 2251,	771918.271,45470.175,9711.256


 2252,	771918.271,46582.199,9502.559


 2253,	771918.271,45468.657,9023.692


 2254,	771918.271,45097.303,9882.903


 2255,	771918.271,43845.974,9430.609


 2256,	771918.271,46213.879,8201.495


 2257,	771918.271,44435.718,7953.492


 2258,	771918.271,47558.013,10319.893


 2259,	771918.271,45445.483,10169.841


 2260,	771918.271,44052.519,9234.961


 2261,	771918.271,44600.565,7838.416


 2262,	771918.271,45756.800,9214.817


 2263,	771918.271,46751.308,7842.077


 2264,	771918.271,46205.922,9102.186


 2265,	771918.271,47330.748,7359.416


 2266,	771918.271,49072.791,9825.722


 2267,	771918.271,48315.566,9491.964


 2268,	771918.271,49341.507,8893.120


 2269,	771918.271,49550.798,9469.861


 2270,	771918.271,46816.062,8688.447


 2271,	771918.271,45983.134,8412.932


 2272,	771918.271,45737.885,10023.637


