number	value fitness deviation
  727,	771918.271,39604.992,10827.572


  728,	771918.271,41468.697,7885.755


  729,	771918.271,41216.690,8030.554


  730,	771918.271,39208.979,7617.025


  731,	771918.271,41625.452,7320.205


  732,	771918.271,45278.566,10960.180


  733,	771918.271,45776.867,10097.796


  734,	771918.271,46753.001,10089.803


  735,	771918.271,46349.180,9194.204


  736,	771918.271,44252.265,8956.563


  737,	771918.271,45930.539,8799.097


  738,	771918.271,45551.999,10325.625


  739,	771918.271,44780.491,9802.798


  740,	771918.271,46119.398,10616.554


  741,	771918.271,43915.097,9279.208


  742,	771918.271,44615.019,7455.857


  743,	771918.271,43756.024,10508.316


  744,	771918.271,42762.140,10740.436


  745,	771918.271,42070.605,10731.363


  746,	771918.271,42202.341,9621.566


  747,	771918.271,42699.774,9715.647


  748,	771918.271,44313.025,8108.740


  749,	771918.271,44613.063,9002.426


  750,	771918.271,43390.568,7045.061


  751,	771918.271,43684.993,8143.714


  752,	771918.271,42385.132,9531.086


  753,	771918.271,42678.033,8582.956


  754,	771918.271,44075.745,10179.374


  755,	771918.271,45831.311,9725.519


  756,	771918.271,45250.991,8883.941


  757,	771918.271,43313.508,9195.535


  758,	771918.271,45066.484,11165.800


  759,	771918.271,48794.789,10771.783


  760,	771918.271,49066.783,9037.462


  761,	771918.271,44470.447,7699.530


  762,	771918.271,43770.716,8368.889


  763,	771918.271,40027.007,8351.529


  764,	771918.271,39471.039,7275.323


  765,	771918.271,39520.780,6975.730


  766,	771918.271,40449.878,6552.112


  767,	771918.271,38752.969,7180.894


  768,	771918.271,40467.813,7620.418


  769,	771918.271,39486.562,6616.881


  770,	771918.271,40038.514,5859.366


  771,	771918.271,41258.681,6770.904


  772,	771918.271,42285.521,8795.367


  773,	771918.271,40442.726,7277.663


  774,	771918.271,42147.438,9564.314


  775,	771918.271,43617.109,9823.083


  776,	771918.271,44486.769,7969.752


  777,	771918.271,44390.223,6550.854


  778,	771918.271,45158.057,7765.000


  779,	771918.271,43993.664,7466.000


  780,	771918.271,44038.164,7352.484


  781,	771918.271,40422.163,7952.711


  782,	771918.271,42519.831,8225.700


  783,	771918.271,45353.545,8565.169


  784,	771918.271,43794.597,7974.459


  785,	771918.271,44295.540,9075.444


  786,	771918.271,43249.322,9747.363


  787,	771918.271,43497.688,8838.096


  788,	771918.271,42569.099,10490.774


  789,	771918.271,43578.712,9613.081


  790,	771918.271,43777.222,9047.957


  791,	771918.271,44634.942,7226.862


  792,	771918.271,44084.768,8880.046


  793,	771918.271,45898.587,10140.687


  794,	771918.271,45656.276,8943.877


  795,	771918.271,45807.257,9009.300


  796,	771918.271,45048.312,8561.933


  797,	771918.271,44718.144,9113.059


  798,	771918.271,44888.204,7262.578


  799,	771918.271,45378.686,8736.604


  800,	771918.271,44740.921,8212.507


  801,	771918.271,44891.532,10374.901


  802,	771918.271,48600.277,10195.792


  803,	771918.271,50679.615,9487.486


  804,	771918.271,52729.931,9649.711


  805,	771918.271,48978.633,9464.596


  806,	771918.271,46648.419,7077.996


  807,	771918.271,44752.034,7749.132


  808,	771918.271,44355.042,10400.391


  809,	771918.271,44681.536,9949.062


  810,	771918.271,46192.595,8654.568


  811,	771918.271,46184.235,9116.735


  812,	771918.271,47455.883,10075.013


  813,	771918.271,47326.546,8579.773


  814,	771918.271,46111.878,8539.791


  815,	771918.271,43830.194,8280.558


  816,	771918.271,41755.743,10039.430


  817,	771918.271,42706.900,10263.031


  818,	771918.271,46556.149,9776.756


  819,	771918.271,47318.246,7486.098


  820,	771918.271,47688.114,9129.649


  821,	771918.271,47500.994,11079.500


  822,	771918.271,47060.550,12661.815


  823,	771918.271,48312.944,11915.594


  824,	771918.271,46838.258,10295.143


  825,	771918.271,47682.290,10152.064


  826,	771918.271,47044.756,8331.696


  827,	771918.271,45861.717,10952.943


  828,	771918.271,45757.738,10307.344


  829,	771918.271,44097.459,9445.387


  830,	771918.271,44945.024,9129.445


  831,	771918.271,43656.699,7903.689


  832,	771918.271,43652.939,9914.292


  833,	771918.271,43113.802,9862.650


  834,	771918.271,42859.196,8578.990


  835,	771918.271,43135.290,7021.021


  836,	771918.271,43999.554,7628.575


  837,	771918.271,42159.970,10526.767


  838,	771918.271,43911.639,7509.679


  839,	771918.271,41415.663,7167.116


  840,	771918.271,42504.958,9629.492


  841,	771918.271,45998.412,9552.067


  842,	771918.271,46078.797,8084.694


  843,	771918.271,47731.979,7830.600


  844,	771918.271,43972.562,7678.018


  845,	771918.271,43328.723,7840.827


  846,	771918.271,44028.946,10663.205


  847,	771918.271,43714.774,8578.540


  848,	771918.271,43261.280,9261.125


  849,	771918.271,41455.091,7761.634


  850,	771918.271,41798.577,9563.775


  851,	771918.271,40477.998,10199.550


  852,	771918.271,40608.787,10516.963


  853,	771918.271,40855.373,10112.136


  854,	771918.271,40466.704,9205.661


  855,	771918.271,41230.373,10190.788


  856,	771918.271,43373.792,8849.000


  857,	771918.271,45628.947,7980.870


  858,	771918.271,48229.033,8101.543


  859,	771918.271,49124.583,8303.789


  860,	771918.271,47590.959,8626.765


  861,	771918.271,45809.452,7207.534


  862,	771918.271,44642.878,8942.779


  863,	771918.271,44502.984,9847.488


  864,	771918.271,46130.136,8207.612


  865,	771918.271,46060.919,9499.011


  866,	771918.271,46283.648,10217.512


  867,	771918.271,45654.930,9461.836


  868,	771918.271,46698.953,8957.472


  869,	771918.271,44030.301,10211.179


  870,	771918.271,46023.928,10122.518


  871,	771918.271,44793.621,9679.234


  872,	771918.271,44502.095,9117.052


  873,	771918.271,46183.636,10120.335


  874,	771918.271,48853.222,9855.505


  875,	771918.271,46695.788,8471.154


  876,	771918.271,46521.271,11233.289


  877,	771918.271,46702.714,9892.369


  878,	771918.271,45610.796,10429.407


  879,	771918.271,46832.726,11281.532


  880,	771918.271,46842.407,9559.791


  881,	771918.271,47425.451,8225.756


  882,	771918.271,46454.304,8957.347


  883,	771918.271,46036.422,8513.511


  884,	771918.271,45763.626,6121.668


  885,	771918.271,47444.759,8331.834


  886,	771918.271,49342.141,9259.093


  887,	771918.271,46044.344,8557.276


  888,	771918.271,42616.526,9320.729


  889,	771918.271,42795.005,9196.576


  890,	771918.271,41885.910,7346.342


  891,	771918.271,44158.165,7372.099


  892,	771918.271,41887.411,8328.758


  893,	771918.271,40039.049,8860.779


  894,	771918.271,40240.321,8916.842


  895,	771918.271,38320.138,10030.564


  896,	771918.271,39577.178,10388.882


  897,	771918.271,40398.653,11277.360


  898,	771918.271,42405.261,10513.497


  899,	771918.271,43505.606,9316.448


  900,	771918.271,42558.017,9032.115


  901,	771918.271,46047.431,10905.763


  902,	771918.271,45878.275,10498.824


  903,	771918.271,47373.357,10908.991


  904,	771918.271,49186.918,10795.675


  905,	771918.271,47771.380,8468.718


  906,	771918.271,49899.791,9740.958


  907,	771918.271,51240.192,9145.996


  908,	771918.271,50101.278,7801.327


  909,	771918.271,46945.984,10126.697


  910,	771918.271,49036.399,8975.666


  911,	771918.271,49780.483,9410.783


  912,	771918.271,49213.818,7705.978


  913,	771918.271,48435.044,6955.591


  914,	771918.271,48313.354,7725.657


  915,	771918.271,47033.531,9064.535


  916,	771918.271,47034.209,10079.953


  917,	771918.271,46664.772,7118.777


  918,	771918.271,46852.934,8050.485


  919,	771918.271,47464.269,9967.129


  920,	771918.271,45906.088,7350.771


  921,	771918.271,45009.192,7503.856


  922,	771918.271,44905.212,8876.805


  923,	771918.271,45766.403,7261.576


  924,	771918.271,43757.875,7867.244


  925,	771918.271,42676.530,6840.397


  926,	771918.271,39701.331,9105.378


  927,	771918.271,41795.928,8327.846


  928,	771918.271,43571.381,7731.951


  929,	771918.271,41805.726,7066.320


  930,	771918.271,42092.148,9588.693


  931,	771918.271,41759.279,11139.173


  932,	771918.271,44209.059,11172.710


  933,	771918.271,42014.879,9756.256


  934,	771918.271,42493.090,10319.463


  935,	771918.271,44415.565,9841.104


  936,	771918.271,46068.738,10061.814


  937,	771918.271,46507.879,9404.426


  938,	771918.271,48858.622,10068.251


  939,	771918.271,47857.769,10028.911


  940,	771918.271,45793.037,11251.573


  941,	771918.271,43937.819,10781.430


  942,	771918.271,44291.299,9121.693


  943,	771918.271,45639.752,8769.957


  944,	771918.271,47827.930,10575.067


  945,	771918.271,47881.723,10274.630


  946,	771918.271,46421.829,10565.835


  947,	771918.271,47335.292,9097.624


  948,	771918.271,43779.385,8690.397


  949,	771918.271,46536.472,10485.673


  950,	771918.271,48992.733,11062.256


  951,	771918.271,45010.104,10310.954


  952,	771918.271,45229.247,8333.461


  953,	771918.271,44687.466,10898.999


  954,	771918.271,47511.016,13418.021


  955,	771918.271,45040.595,11765.313


  956,	771918.271,44109.725,9330.331


  957,	771918.271,42765.077,8113.149


  958,	771918.271,42657.220,10354.967


  959,	771918.271,42165.894,8223.012


  960,	771918.271,41511.671,8916.546


  961,	771918.271,40633.608,7029.655


  962,	771918.271,40432.215,6060.695


  963,	771918.271,40571.082,6962.132


  964,	771918.271,40942.258,6275.549


  965,	771918.271,37790.338,8393.051


  966,	771918.271,39659.931,6530.081


  967,	771918.271,42406.614,8486.348


  968,	771918.271,42971.995,7188.443


  969,	771918.271,46332.118,6775.613


  970,	771918.271,43459.657,7802.718


  971,	771918.271,44885.356,8625.020


  972,	771918.271,42579.489,9308.181


  973,	771918.271,41415.234,9783.641


  974,	771918.271,43566.889,10164.201


  975,	771918.271,44711.295,7597.270


  976,	771918.271,43880.409,7488.728


  977,	771918.271,42883.818,8352.654


  978,	771918.271,46034.355,11048.048


  979,	771918.271,49921.088,9882.394


  980,	771918.271,46329.419,11238.237


  981,	771918.271,49160.499,10767.049


  982,	771918.271,45069.105,8403.178


  983,	771918.271,44660.210,9263.137


  984,	771918.271,44739.700,9580.881


  985,	771918.271,42739.854,9241.167


  986,	771918.271,44796.865,8868.408


  987,	771918.271,45488.553,8552.283


  988,	771918.271,45603.393,9499.036


  989,	771918.271,45187.408,9678.263


  990,	771918.271,45183.670,7480.782


  991,	771918.271,43354.514,7001.627


  992,	771918.271,40622.599,8850.378


  993,	771918.271,40343.956,12706.690


  994,	771918.271,41957.722,11644.941


  995,	771918.271,43769.541,10160.141


  996,	771918.271,42448.136,10612.965


  997,	771918.271,43687.569,9235.097


  998,	771918.271,42168.490,11486.163


  999,	771918.271,45478.986,11046.175


 1000,	771918.271,46549.002,11228.325


 1001,	771918.271,45744.601,9714.456


 1002,	771918.271,45679.410,9416.058


 1003,	771918.271,47243.330,8916.002


 1004,	771918.271,44995.448,10943.514


 1005,	771918.271,44467.380,13691.476


 1006,	771918.271,45346.131,12159.529


 1007,	771918.271,44951.292,11399.784


 1008,	771918.271,44640.782,10842.075


 1009,	771918.271,45342.535,9731.682


 1010,	771918.271,46042.530,8014.246


 1011,	771918.271,45589.855,7979.829


 1012,	771918.271,43533.942,8602.498


 1013,	771918.271,43281.695,7842.103


 1014,	771918.271,44121.735,9035.384


 1015,	771918.271,45559.873,9512.257


 1016,	771918.271,44917.662,8526.142


 1017,	771918.271,46689.800,9541.062


 1018,	771918.271,45169.089,8778.005


 1019,	771918.271,45480.541,9638.488


 1020,	771918.271,48109.948,10113.306


 1021,	771918.271,49127.582,10177.971


 1022,	771918.271,46611.819,11588.749


 1023,	771918.271,47780.901,11620.845


 1024,	771918.271,51608.861,12443.585


 1025,	771918.271,50594.378,10535.485


 1026,	771918.271,51540.581,7875.043


 1027,	771918.271,48878.073,7357.258


 1028,	771918.271,49736.657,8783.848


 1029,	771918.271,47898.328,8565.061


 1030,	771918.271,47323.911,8519.286


 1031,	771918.271,48883.159,7027.280


 1032,	771918.271,46610.562,8854.386


 1033,	771918.271,46055.168,7596.840


 1034,	771918.271,44364.569,8668.106


 1035,	771918.271,42819.240,9125.137


 1036,	771918.271,41953.640,8682.921


 1037,	771918.271,42358.871,9247.291


 1038,	771918.271,41491.872,9281.042


 1039,	771918.271,42611.643,7132.741


 1040,	771918.271,44462.794,9922.560


 1041,	771918.271,44326.422,8805.816


 1042,	771918.271,46951.782,8227.466


 1043,	771918.271,48604.152,8494.507


 1044,	771918.271,51710.811,9155.392


 1045,	771918.271,50671.781,7285.104


 1046,	771918.271,48710.292,9838.821


 1047,	771918.271,48992.717,11586.070


 1048,	771918.271,47801.630,11745.723


 1049,	771918.271,45880.864,8576.610


 1050,	771918.271,46973.634,7691.181


 1051,	771918.271,44558.328,9060.298


 1052,	771918.271,44816.682,6991.564


 1053,	771918.271,44024.502,7636.474


 1054,	771918.271,44683.571,9783.438


 1055,	771918.271,43890.751,7504.682


 1056,	771918.271,43163.254,8228.476


 1057,	771918.271,45459.550,10008.190


 1058,	771918.271,46341.016,9215.945


 1059,	771918.271,46172.655,9782.551


 1060,	771918.271,46301.332,11048.875


 1061,	771918.271,49020.416,9618.317


 1062,	771918.271,46200.559,10522.780


 1063,	771918.271,46030.528,10560.397


 1064,	771918.271,45862.076,11578.240


 1065,	771918.271,46261.885,10982.495


 1066,	771918.271,45740.540,10795.063


 1067,	771918.271,44716.379,9893.913


 1068,	771918.271,46618.653,10968.672


 1069,	771918.271,48877.173,8967.063


 1070,	771918.271,48451.251,9546.369


 1071,	771918.271,50301.272,9415.794


 1072,	771918.271,50358.722,7549.255


 1073,	771918.271,49548.862,8565.926


 1074,	771918.271,48397.400,10502.369


 1075,	771918.271,50993.606,10896.488


 1076,	771918.271,47395.190,11942.919


 1077,	771918.271,47929.900,10879.791


 1078,	771918.271,48870.363,12585.503


 1079,	771918.271,42572.218,10134.312


 1080,	771918.271,43249.169,10657.712


 1081,	771918.271,45471.588,10014.294


 1082,	771918.271,44789.025,8494.151


 1083,	771918.271,43274.112,8568.450


 1084,	771918.271,43637.437,8238.784


 1085,	771918.271,44068.865,6866.268


 1086,	771918.271,41962.901,6789.662


 1087,	771918.271,41589.211,7519.820


 1088,	771918.271,41482.279,7739.656


 1089,	771918.271,42207.655,9601.364


 1090,	771918.271,43340.153,8838.260


 1091,	771918.271,43573.301,9665.280


 1092,	771918.271,44595.658,12218.720


 1093,	771918.271,46913.662,9780.687


 1094,	771918.271,50692.078,9771.053


 1095,	771918.271,51390.844,7354.368


 1096,	771918.271,49600.347,8406.580


 1097,	771918.271,47332.539,10343.144


 1098,	771918.271,45948.596,11302.122


 1099,	771918.271,45931.084,9002.794


 1100,	771918.271,46004.157,8032.355


 1101,	771918.271,45864.422,6452.536


 1102,	771918.271,45012.487,7809.975


 1103,	771918.271,45379.432,7652.195


 1104,	771918.271,47224.017,9615.137


 1105,	771918.271,47111.466,8939.929


 1106,	771918.271,47422.361,9959.136


 1107,	771918.271,45816.201,10039.537


 1108,	771918.271,48543.229,8037.747


 1109,	771918.271,47475.908,8633.078


 1110,	771918.271,48369.350,8820.768


 1111,	771918.271,45919.353,6697.976


 1112,	771918.271,45539.102,7370.530


 1113,	771918.271,44789.163,7602.319


 1114,	771918.271,43417.780,9075.124


 1115,	771918.271,45399.638,9144.110


 1116,	771918.271,45934.887,9062.016


 1117,	771918.271,44422.360,8062.484


 1118,	771918.271,43437.311,11157.269


 1119,	771918.271,44119.597,9688.491


 1120,	771918.271,47658.707,8524.115


 1121,	771918.271,46572.456,9883.246


 1122,	771918.271,47757.015,9827.009


 1123,	771918.271,48382.279,7214.410


 1124,	771918.271,48356.237,9907.455


 1125,	771918.271,47005.284,9903.827


 1126,	771918.271,46349.649,8536.856


 1127,	771918.271,44250.312,8933.494


 1128,	771918.271,42742.073,8919.255


 1129,	771918.271,44388.404,8676.677


 1130,	771918.271,44741.692,8930.956


 1131,	771918.271,43674.979,9772.397


 1132,	771918.271,47102.556,8351.488


 1133,	771918.271,47782.485,9999.564


 1134,	771918.271,45489.889,7818.795


 1135,	771918.271,44835.393,8468.551


 1136,	771918.271,45495.849,9229.359


 1137,	771918.271,45621.538,10074.778


 1138,	771918.271,45988.700,8950.839


 1139,	771918.271,47035.542,7763.273


 1140,	771918.271,46008.370,9203.888


 1141,	771918.271,45257.682,9967.644


 1142,	771918.271,44484.462,9196.814


 1143,	771918.271,45450.948,8172.591


 1144,	771918.271,46438.649,8754.088


 1145,	771918.271,45354.438,7129.196


 1146,	771918.271,45077.010,5406.904


 1147,	771918.271,44264.481,6464.568
